"Acute.myeloid.leukemia"	"BladderUrothelialCarcinoma.TCGA.US."	"Breast.Cancer"	"BreastCarcinoma.WTSI.UK."	"BreastInvasiveCarcinoma.TCGA.US."	"CervicalSquamousCellCarcinoma.TCGA.US."	"Chronic.lymphocytic.leukaemia"	"ColonAdenocarcinoma.TCGA.US."	"Colorectal.adenocarcinoma"	"GastricCancer.CCGC.CN."	"Hepatocellular.carcinoma"	"Hypodiploid_ALL"	"Leukemia.T.ALL"	"LiverCancer.NCC.JP."	"LiverCancer.RIKEN.JP."	"Lung"	"MalignantMelanoma.WTSI.UK."	"Medulloblastoma"	"Melanoma"	"Myeloid.leukemia"	"Myeloma"	"Pancreatic"	"PediatricBrainTumors.DKFZ.DE."	"Prostate"	"ProstateCancer.OICR.CA."	"RectumAdenocarcinoma.TCGA.US."	"Small.cell.lung.cancer"	"T.cell.ALL"	"UterineCorpusEndometrioidCarcinoma.TCGA.US."
"hsa-miR-370"	1	4	2	3	0	1	0	4	3	1	1	0	0	59	21	3	0	1	1	1	0	0	0	0	31	1	1	0	15
"hsa-miR-3916"	1	4	2	2	1	0	1	5	2	4	1	2	2	55	39	5	0	4	3	0	1	1	0	1	5	0	1	0	12
"hsa-miR-3978"	0	1	2	1	0	0	1	4	6	2	3	3	1	52	43	6	0	3	8	0	0	0	0	2	6	0	1	0	9
"hsa-miR-4275"	0	1	3	3	0	0	0	6	7	0	0	3	0	47	30	2	0	3	1	2	0	0	0	1	30	1	1	0	13
"hsa-miR-4301"	0	2	5	0	0	0	2	4	8	2	0	2	0	39	34	3	0	1	2	1	0	0	0	0	37	0	0	0	12
"hsa-miR-4488"	1	0	5	1	0	0	0	2	4	1	1	3	0	77	15	8	1	4	4	0	0	0	1	5	9	0	0	0	12
"hsa-miR-452-5p"	0	4	6	1	0	1	0	4	12	1	1	0	2	38	41	8	0	3	1	0	0	0	2	0	7	2	0	0	20
"hsa-miR-4697-5p"	1	0	5	1	0	0	0	2	4	1	1	3	0	77	15	8	1	4	4	0	0	0	1	5	9	0	0	0	12
"hsa-miR-4716-3p"	0	0	6	2	0	0	0	8	7	2	1	1	0	71	21	5	1	7	7	0	1	0	0	3	5	0	0	0	6
"hsa-miR-4732-3p"	0	1	4	0	0	0	0	2	2	2	0	0	2	47	22	8	0	1	2	0	0	0	1	1	54	0	1	0	4
"hsa-miR-4735-3p"	0	1	4	1	0	0	1	14	5	4	0	1	2	49	38	3	0	1	4	0	1	0	2	2	8	0	2	0	11
"hsa-miR-4753-5p"	0	4	5	2	1	0	0	1	4	1	1	2	1	46	29	2	0	3	2	0	1	0	3	2	27	0	2	1	14
"hsa-miR-4762-3p"	0	6	4	1	0	0	0	14	3	0	0	4	0	45	28	1	0	2	1	0	0	0	1	0	17	1	0	0	26
"hsa-miR-501-3p"	0	0	5	0	1	0	1	2	5	1	0	2	0	50	42	4	0	2	0	0	0	0	1	0	25	0	2	0	11
"hsa-miR-502-3p"	0	0	5	0	1	0	1	2	5	1	0	2	0	50	42	4	0	2	0	0	0	0	1	0	25	0	2	0	11
"hsa-miR-617"	0	2	3	2	0	0	0	8	4	4	0	0	1	44	44	4	0	3	4	1	0	0	0	1	6	2	0	0	21
"hsa-miR-96-3p"	0	3	1	4	0	2	0	3	6	2	1	1	0	40	41	4	0	0	0	0	1	1	0	1	26	0	1	0	16
"hsa-miR-1290"	1	1	5	1	0	0	0	4	8	1	2	2	1	27	47	4	2	4	5	0	0	1	1	2	15	0	0	2	17
"hsa-miR-1914-5p"	0	4	8	1	1	0	0	6	8	1	1	0	2	40	25	7	0	2	0	1	1	0	0	1	25	0	1	1	17
"hsa-miR-323a-5p"	0	1	4	0	0	0	0	9	4	3	0	1	1	37	28	3	2	2	4	0	2	0	1	5	25	0	0	0	21
"hsa-miR-3607-5p"	1	1	4	2	0	2	0	0	6	1	1	1	2	44	37	5	0	2	0	0	0	1	0	1	17	0	0	1	24
"hsa-miR-3690"	0	2	3	1	0	0	0	3	6	0	0	1	0	44	23	2	0	2	5	0	0	0	0	3	42	0	0	0	16
"hsa-miR-3942-3p"	1	2	6	4	0	0	0	8	8	1	0	3	1	47	37	1	0	2	2	0	1	0	0	4	12	0	1	1	11
"hsa-miR-412"	0	1	3	4	0	0	0	4	5	4	0	2	0	43	26	0	0	2	0	0	0	1	0	0	44	0	0	0	14
"hsa-miR-424-3p"	0	1	4	1	0	0	0	1	8	0	1	2	0	41	60	5	0	1	1	0	0	0	0	0	14	1	1	1	10
"hsa-miR-4283"	0	0	6	2	0	1	0	3	5	2	1	1	1	56	31	3	0	8	4	0	1	0	2	2	10	0	1	0	13
"hsa-miR-5190"	0	0	7	2	0	0	0	5	1	3	0	2	2	57	28	2	0	4	1	0	0	1	0	0	25	0	1	0	12
"hsa-miR-624-3p"	1	1	5	2	0	0	0	3	10	4	0	3	0	40	41	5	0	1	5	0	0	1	4	1	15	1	0	0	10
"hsa-miR-769-5p"	0	1	3	0	0	0	0	2	1	2	0	1	0	37	30	4	0	2	1	0	1	0	0	0	59	0	0	0	9
"hsa-miR-920"	2	2	7	0	0	1	1	7	9	2	1	0	1	55	21	7	0	2	5	1	1	0	0	5	12	0	0	0	11
"hsa-miR-29b-1-5p"	0	0	1	3	0	0	0	2	9	3	0	0	1	32	28	4	0	3	0	0	0	2	1	4	43	0	0	0	16
"hsa-miR-4526"	0	5	2	1	0	1	1	2	7	1	1	0	2	54	31	4	0	0	0	1	0	0	2	0	23	0	0	0	14
"hsa-miR-4687-3p"	0	0	4	4	0	0	0	3	3	1	1	1	0	48	28	2	0	0	2	0	0	0	0	1	31	0	1	0	22
"hsa-miR-548ao-5p"	1	0	4	1	0	0	0	6	8	3	0	1	0	29	50	4	1	5	3	0	0	0	0	0	20	2	0	0	14
"hsa-miR-548ax"	1	0	4	1	0	0	0	6	8	3	0	1	0	29	50	4	1	5	3	0	0	0	0	0	20	2	0	0	14
"hsa-miR-548m"	0	0	8	1	0	0	1	13	4	5	0	1	2	50	41	2	0	2	6	0	0	1	0	0	3	0	1	0	11
"hsa-miR-626"	0	1	4	3	0	0	0	0	5	2	0	2	1	42	33	3	0	2	2	0	0	0	1	1	30	0	1	0	19
"hsa-miR-1224-5p"	0	1	2	4	0	1	0	3	5	3	0	2	1	57	28	3	0	5	4	0	0	0	0	1	14	0	0	1	16
"hsa-miR-1284"	1	0	5	1	0	0	0	3	9	3	1	3	1	46	55	5	0	2	0	1	0	0	1	1	10	0	0	0	3
"hsa-miR-132-3p"	0	3	7	1	0	0	0	4	9	3	0	0	0	38	48	1	0	3	3	2	0	0	0	2	13	0	0	1	13
"hsa-miR-204-5p"	1	3	3	2	0	1	0	5	6	3	1	1	0	42	45	7	0	2	4	0	0	0	0	0	11	3	1	0	10
"hsa-miR-20b-3p"	0	1	0	2	0	0	0	2	4	4	0	4	2	38	35	3	0	0	1	0	0	0	1	3	41	1	0	0	9
"hsa-miR-211-5p"	1	3	3	2	0	1	0	5	6	3	1	1	0	42	45	7	0	2	4	0	0	0	0	0	11	3	1	0	10
"hsa-miR-212-3p"	0	3	7	1	0	0	0	4	9	3	0	0	0	38	48	1	0	3	3	2	0	0	0	2	13	0	0	1	13
"hsa-miR-2682-3p"	0	4	5	0	2	0	0	2	8	2	1	4	0	29	21	4	0	1	4	1	1	0	1	0	45	0	0	0	16
"hsa-miR-3121-5p"	0	4	4	0	0	1	1	6	7	3	1	2	1	51	31	3	0	1	2	0	0	1	0	0	12	4	1	0	15
"hsa-miR-3974"	0	0	4	1	0	0	1	10	7	4	0	0	1	44	35	4	0	1	5	0	0	0	0	0	20	0	1	0	13
"hsa-miR-4274"	1	3	6	2	0	0	0	5	3	3	0	4	1	54	29	2	0	2	1	1	0	0	0	1	16	0	2	0	15
"hsa-miR-4640-3p"	0	0	7	0	0	1	0	1	4	2	0	4	0	66	25	8	1	2	5	0	0	0	2	5	13	0	1	2	2
"hsa-miR-4666b"	3	0	1	2	0	0	0	1	5	1	1	1	1	45	43	1	0	2	1	0	0	1	0	2	22	1	0	1	16
"hsa-miR-5682"	0	2	5	0	0	0	0	10	4	1	0	2	0	28	20	0	0	0	0	0	1	1	0	2	58	1	0	0	16
"hsa-miR-892b"	0	1	3	0	0	0	0	4	6	2	0	1	2	50	25	4	0	2	3	0	0	0	2	0	24	0	2	0	20
"hsa-let-7f-2-3p"	0	1	3	1	0	0	0	2	8	3	1	1	1	48	56	3	0	2	0	1	0	0	1	2	7	0	2	0	7
"hsa-miR-3194-3p"	1	4	5	3	0	0	0	4	3	0	1	1	2	41	33	4	0	2	0	0	0	1	0	1	21	0	2	0	21
"hsa-miR-4297"	0	2	4	1	0	0	0	4	2	2	0	1	1	41	34	2	0	1	6	0	0	0	0	0	34	0	3	0	12
"hsa-miR-4452"	1	1	2	0	1	1	0	5	7	4	2	3	1	33	37	0	1	2	4	1	0	0	0	1	17	0	2	0	24
"hsa-miR-4474-3p"	0	2	7	1	0	0	0	3	4	3	0	2	1	38	24	2	0	3	0	0	0	0	2	1	34	1	1	1	20
"hsa-miR-4637"	0	1	4	0	0	0	0	5	4	0	1	0	1	30	43	3	1	1	0	0	0	0	0	0	56	0	0	0	0
"hsa-miR-548p"	0	1	7	2	0	0	0	6	8	2	0	2	1	35	39	4	0	5	0	0	0	0	0	2	24	2	1	0	9
"hsa-miR-873-3p"	1	2	4	0	0	0	0	3	4	2	0	2	0	31	32	1	0	3	2	0	0	0	1	2	48	0	1	1	10
"hsa-miR-877-3p"	0	3	4	3	1	0	0	5	6	1	0	5	0	41	43	4	0	1	2	1	0	1	2	0	10	0	1	0	16
"hsa-miR-200a-5p"	0	2	4	2	0	1	0	4	11	3	3	1	1	36	45	2	0	0	3	0	1	0	0	0	15	0	0	0	15
"hsa-miR-200b-5p"	0	2	4	2	0	1	0	4	11	3	3	1	1	36	45	2	0	0	3	0	1	0	0	0	15	0	0	0	15
"hsa-miR-3177-5p"	1	2	4	1	0	0	0	2	7	6	0	4	1	41	39	4	0	2	1	2	0	0	0	3	17	0	0	0	12
"hsa-miR-3658"	0	2	7	1	0	0	0	3	12	1	1	2	0	41	54	1	0	3	3	2	0	0	0	2	7	1	0	0	6
"hsa-miR-4690-3p"	0	0	3	1	0	0	1	3	3	3	1	0	1	48	31	6	1	1	0	0	1	1	0	2	24	0	0	1	17
"hsa-miR-4691-5p"	0	5	9	1	0	0	0	1	5	0	1	3	0	48	20	7	0	2	5	2	0	0	0	0	19	0	2	1	18
"hsa-miR-4802-5p"	0	1	3	0	0	0	0	3	6	0	0	3	2	48	28	3	0	4	7	1	0	0	0	1	24	1	0	0	14
"hsa-miR-137"	0	0	0	3	0	1	0	8	6	3	1	0	0	32	45	5	0	3	2	1	0	0	1	0	18	0	1	1	17
"hsa-miR-3922-5p"	0	4	2	3	0	0	0	3	8	0	1	1	1	45	29	3	0	3	3	0	0	0	4	1	19	0	1	1	16
"hsa-miR-4461"	0	1	3	0	0	0	0	2	8	1	1	1	0	39	40	5	1	1	1	1	0	0	0	0	33	0	1	0	9
"hsa-miR-4507"	0	2	3	3	0	0	0	3	6	0	1	2	1	40	28	6	0	1	3	0	0	0	0	4	29	0	0	0	16
"hsa-miR-1245a"	0	1	3	3	1	1	2	3	5	0	0	1	1	43	33	2	0	3	0	1	0	0	1	0	28	0	3	0	12
"hsa-miR-1279"	1	0	2	1	0	0	0	5	11	2	1	3	1	35	54	1	0	2	1	0	1	1	1	0	12	1	0	0	11
"hsa-miR-18a-3p"	0	1	5	1	0	0	0	5	3	2	0	0	2	61	30	4	0	0	1	0	0	0	2	2	14	2	3	1	8
"hsa-miR-2277-3p"	0	4	3	2	0	0	0	3	5	4	0	1	1	43	30	4	0	1	1	1	0	0	2	0	19	0	1	0	22
"hsa-miR-3064-3p"	1	1	3	2	0	0	1	5	7	3	0	2	1	47	21	3	0	1	0	0	0	0	2	0	26	0	1	1	19
"hsa-miR-3119"	0	1	1	0	0	0	0	4	5	2	0	2	0	43	42	0	0	1	3	1	0	0	0	1	28	0	1	0	12
"hsa-miR-3184-5p"	0	2	6	1	0	1	0	1	5	1	0	2	0	66	32	5	0	2	1	0	1	1	0	1	4	0	2	0	13
"hsa-miR-3976"	1	1	4	0	0	0	0	1	5	2	0	0	0	36	36	4	0	2	3	0	0	0	0	2	40	0	0	1	9
"hsa-miR-423-5p"	0	2	6	1	0	1	0	1	5	1	0	2	0	66	32	5	0	2	1	0	1	1	0	1	4	0	2	0	13
"hsa-miR-4455"	0	0	3	2	1	0	0	7	4	1	1	0	0	40	12	3	0	1	1	1	1	0	0	4	46	1	0	0	18
"hsa-miR-4633-5p"	1	0	2	2	0	0	0	0	7	1	0	2	2	37	25	3	0	0	0	0	0	1	1	0	49	0	2	1	11
"hsa-miR-4641"	0	0	5	1	0	0	0	7	3	2	0	0	1	39	36	3	0	2	2	0	0	0	2	1	28	0	0	0	15
"hsa-miR-5010-5p"	0	1	7	2	0	0	0	6	8	2	0	1	0	68	20	6	1	5	5	0	1	0	0	4	5	0	0	0	5
"hsa-miR-5088"	0	1	3	4	1	1	0	3	3	1	1	2	1	61	18	2	0	5	2	0	3	0	0	2	6	0	2	1	24
"hsa-miR-5685"	0	0	4	1	0	0	0	3	9	1	1	0	1	47	35	5	1	1	0	1	0	1	0	2	16	0	0	1	17
"hsa-miR-593-5p"	0	1	5	1	0	0	0	7	5	2	0	1	1	53	28	6	0	0	1	0	0	0	0	2	14	1	2	0	17
"hsa-miR-599"	0	2	3	0	0	0	0	3	8	1	1	2	3	34	28	5	0	2	0	0	1	0	2	2	28	5	0	0	17
"hsa-miR-676-5p"	2	0	6	2	1	1	0	4	8	2	0	0	2	44	44	0	0	1	2	0	1	1	1	0	8	1	0	0	16
"hsa-miR-1289"	0	0	2	2	0	1	0	0	1	1	0	2	1	31	20	2	0	0	6	1	0	1	0	0	65	0	0	0	10
"hsa-miR-193b-5p"	0	2	1	1	0	0	0	2	5	0	1	1	0	28	22	3	0	0	3	2	0	0	0	1	63	1	2	0	8
"hsa-miR-222-5p"	1	4	4	1	0	0	0	6	12	2	1	2	0	38	28	4	0	1	1	0	0	1	0	3	22	0	1	0	14
"hsa-miR-3200-5p"	0	0	6	4	0	0	0	5	7	1	0	1	1	40	37	3	0	2	1	2	0	0	0	2	10	0	2	0	22
"hsa-miR-3667-5p"	1	1	3	0	0	0	0	3	6	5	0	4	1	44	46	3	0	2	2	0	0	0	0	0	14	0	1	0	10
"hsa-miR-379-3p"	0	0	7	1	0	1	0	3	10	0	1	1	0	40	47	2	0	2	2	1	0	0	1	0	19	1	0	0	7
"hsa-miR-382-3p"	0	2	2	4	0	1	0	5	10	2	1	4	0	34	37	4	0	3	1	1	1	0	0	3	13	3	0	0	15
"hsa-miR-411-3p"	0	0	7	1	0	1	0	3	10	0	1	1	0	40	47	2	0	2	2	1	0	0	1	0	19	1	0	0	7
"hsa-miR-4313"	0	0	4	0	0	0	0	3	2	1	0	3	0	63	23	9	1	2	4	0	0	0	2	6	17	0	0	1	5
"hsa-miR-4423-3p"	0	0	3	2	0	0	0	5	1	1	1	2	3	26	29	3	0	0	3	1	0	0	1	2	49	1	2	0	11
"hsa-miR-4501"	0	1	3	1	0	2	0	2	5	3	0	0	1	40	38	2	0	2	0	0	0	1	0	1	23	0	2	1	18
"hsa-miR-551b-5p"	0	0	1	1	0	1	2	4	11	0	1	3	0	42	45	3	0	2	1	1	0	0	0	1	16	1	1	1	8
"hsa-miR-620"	0	0	0	0	0	0	1	4	5	0	1	3	1	51	31	2	0	2	4	1	0	0	0	1	28	1	0	0	10
"hsa-miR-644a"	0	1	9	2	0	0	0	2	3	3	0	2	0	46	26	1	0	2	1	0	0	0	0	4	20	0	1	1	22
"hsa-miR-651"	0	0	1	0	0	1	1	2	1	1	0	0	0	24	18	4	0	0	1	2	0	0	1	1	79	2	2	0	5
"hsa-miR-1197"	0	2	5	2	0	1	0	2	3	1	0	4	0	57	33	2	0	3	6	1	0	0	0	2	5	0	0	0	16
"hsa-miR-1229"	1	2	4	2	0	0	0	1	7	3	0	4	1	32	34	5	0	0	1	0	0	1	0	1	30	1	2	0	13
"hsa-miR-1297"	1	1	3	5	1	1	1	6	4	2	0	1	0	24	33	2	0	4	0	1	1	0	2	0	42	2	1	0	7
"hsa-miR-135a-3p"	0	2	3	1	0	1	1	1	6	0	1	1	1	26	26	3	0	1	2	0	0	1	0	2	61	0	2	0	3
"hsa-miR-26a-5p"	1	1	3	5	1	1	1	6	4	2	0	1	0	24	33	2	0	4	0	1	1	0	2	0	42	2	1	0	7
"hsa-miR-26b-5p"	1	1	3	5	1	1	1	6	4	2	0	1	0	24	33	2	0	4	0	1	1	0	2	0	42	2	1	0	7
"hsa-miR-346"	0	2	6	3	0	0	0	9	3	3	1	0	1	47	22	2	0	1	1	1	0	0	0	0	25	1	0	0	17
"hsa-miR-4265"	0	2	9	3	0	0	0	2	8	1	1	3	1	36	26	2	0	4	2	0	0	0	0	1	17	0	1	1	25
"hsa-miR-4322"	0	2	9	3	0	0	0	2	8	1	1	3	1	36	26	2	0	4	2	0	0	0	0	1	17	0	1	1	25
"hsa-miR-4323"	0	1	5	0	0	0	0	3	4	1	2	1	0	54	27	4	1	5	1	1	0	0	0	2	19	0	0	2	12
"hsa-miR-433"	0	1	2	2	0	1	0	4	6	1	1	2	0	29	47	3	0	0	2	0	1	1	0	0	29	0	0	0	13
"hsa-miR-4513"	2	3	3	1	0	0	0	3	4	2	0	2	1	36	37	4	0	4	4	0	0	0	1	3	22	0	1	1	11
"hsa-miR-4799-5p"	0	1	5	2	0	0	0	5	9	1	1	2	0	44	43	5	1	2	3	0	0	0	0	4	7	1	0	1	8
"hsa-miR-503"	1	2	4	3	0	1	0	5	3	5	0	2	1	50	21	1	0	7	1	1	0	0	1	2	20	0	1	0	13
"hsa-miR-542-3p"	1	4	5	1	0	0	0	4	6	3	0	0	1	45	32	1	0	2	0	1	0	1	2	0	23	0	1	0	12
"hsa-miR-548q"	0	1	2	1	0	0	0	3	9	1	1	0	2	37	23	4	0	1	0	0	0	1	0	5	38	0	0	1	15
"hsa-miR-5581-5p"	0	3	3	2	0	0	0	7	3	3	0	1	1	32	36	4	0	2	5	0	0	0	0	0	26	0	2	0	15
"hsa-miR-1202"	1	0	6	1	0	0	0	3	3	1	0	0	0	46	23	6	0	2	2	0	1	1	2	1	27	0	1	0	17
"hsa-miR-1587"	0	1	6	3	0	0	0	1	4	1	0	1	0	56	21	4	0	7	4	0	0	1	0	4	13	0	1	1	15
"hsa-miR-1913"	0	1	6	0	0	0	0	9	4	1	1	0	1	58	27	5	0	2	2	0	0	0	2	0	14	0	1	1	9
"hsa-miR-200b-3p"	0	0	5	1	1	0	1	5	6	1	1	2	0	40	55	2	0	1	0	1	0	0	0	0	8	1	1	0	12
"hsa-miR-200c-3p"	0	0	5	1	1	0	1	5	6	1	1	2	0	40	55	2	0	1	0	1	0	0	0	0	8	1	1	0	12
"hsa-miR-23a-5p"	0	2	0	1	0	0	0	5	5	1	1	0	0	37	17	4	0	1	1	1	0	0	1	1	59	1	2	0	4
"hsa-miR-3688-3p"	0	1	4	1	0	0	0	4	7	2	1	3	2	46	40	5	0	2	8	0	1	0	1	2	6	0	1	0	7
"hsa-miR-429"	0	0	5	1	1	0	1	5	6	1	1	2	0	40	55	2	0	1	0	1	0	0	0	0	8	1	1	0	12
"hsa-miR-4524a-5p"	1	2	7	3	0	0	0	4	3	4	0	2	1	46	30	1	0	4	1	1	0	1	0	2	16	0	1	0	14
"hsa-miR-4524b-5p"	1	2	7	3	0	0	0	4	3	4	0	2	1	46	30	1	0	4	1	1	0	1	0	2	16	0	1	0	14
"hsa-miR-4682"	0	0	6	2	0	0	0	1	3	1	0	2	1	38	32	3	0	1	3	0	0	1	0	1	31	0	1	0	17
"hsa-miR-4727-5p"	1	3	6	1	0	0	0	7	7	1	1	1	1	48	20	8	0	2	1	1	0	0	0	2	19	0	0	0	14
"hsa-miR-4748"	0	0	1	1	1	0	0	3	4	0	0	3	0	36	25	2	0	4	4	1	0	0	0	1	39	1	1	0	17
"hsa-miR-4761-5p"	0	0	2	0	0	0	1	10	9	5	0	2	0	38	37	3	0	1	6	0	0	1	3	1	13	1	0	0	11
"hsa-miR-5585-5p"	0	1	2	3	0	0	1	3	4	2	0	0	1	21	38	3	1	6	5	0	1	0	1	1	40	1	0	0	9
"hsa-miR-613"	0	0	0	3	1	0	0	4	8	0	0	2	0	40	36	2	0	2	3	0	0	0	1	0	22	0	0	0	20
"hsa-miR-1257"	0	2	3	2	1	0	1	4	6	2	0	2	1	46	31	2	0	2	2	1	1	0	0	1	16	0	3	0	14
"hsa-miR-183-3p"	0	1	0	2	0	0	0	2	8	4	2	2	0	33	24	1	1	2	2	0	0	0	0	1	33	0	3	0	22
"hsa-miR-218-2-3p"	0	0	3	2	0	0	0	3	5	4	0	2	2	29	31	4	0	2	0	0	0	0	0	0	47	0	0	0	9
"hsa-miR-29b-2-5p"	0	0	1	2	0	0	1	1	4	3	0	0	0	28	29	3	0	4	1	0	0	1	1	2	42	1	0	0	19
"hsa-miR-3134"	1	2	2	1	0	0	0	3	5	1	2	1	1	29	32	4	1	2	5	1	1	0	0	3	27	1	3	2	13
"hsa-miR-3160-3p"	1	1	7	0	0	0	1	1	3	2	0	0	2	33	35	7	0	3	3	1	0	0	0	0	25	1	0	0	17
"hsa-miR-337-3p"	0	1	3	3	0	0	0	4	5	1	0	3	0	29	23	3	0	4	2	1	0	0	0	0	53	0	2	0	6
"hsa-miR-3663-5p"	0	0	2	1	0	0	0	3	9	0	0	1	1	30	23	2	0	1	0	0	0	1	1	5	47	0	1	0	15
"hsa-miR-3914"	0	2	5	2	0	0	1	6	6	2	2	5	0	40	32	2	0	1	10	0	0	1	1	0	8	0	1	1	15
"hsa-miR-4288"	0	1	4	3	0	0	0	5	3	3	0	1	0	43	34	1	0	0	2	1	0	0	0	1	23	1	0	0	17
"hsa-miR-4491"	0	2	4	0	0	0	0	1	8	1	1	2	1	39	33	6	0	1	1	0	1	0	1	0	15	0	0	0	26
"hsa-miR-4520b-3p"	0	3	5	1	0	0	0	3	9	3	0	3	0	35	32	0	0	0	4	0	0	0	1	2	26	0	0	1	15
"hsa-miR-4657"	0	2	4	0	0	0	0	1	8	1	1	2	1	39	33	6	0	1	1	0	1	0	1	0	15	0	0	0	26
"hsa-miR-619"	0	2	2	1	0	0	0	2	8	1	0	1	0	36	26	3	0	1	3	0	1	0	0	2	39	0	0	0	15
"hsa-miR-758"	0	1	3	0	0	0	0	6	10	2	1	1	1	30	32	2	0	4	0	0	0	1	0	0	25	2	4	0	18
"hsa-miR-1301"	0	0	3	0	0	0	0	1	3	2	0	1	1	34	27	4	0	1	2	0	0	1	0	1	36	0	1	0	24
"hsa-miR-1304-3p"	2	3	3	1	0	0	0	4	7	1	1	2	0	28	33	3	0	0	0	0	0	0	0	2	34	2	1	0	15
"hsa-miR-205-5p"	0	2	6	4	0	0	1	5	4	1	1	3	0	38	45	0	0	3	4	0	0	0	0	1	10	0	0	0	14
"hsa-miR-301a-5p"	1	6	1	2	0	1	0	5	4	3	0	3	1	40	30	0	0	1	1	0	0	0	2	1	16	0	2	0	22
"hsa-miR-3127-5p"	0	3	3	3	1	1	0	2	4	0	0	2	0	58	28	1	0	0	0	0	3	0	0	2	6	1	2	1	21
"hsa-miR-3189-3p"	0	3	5	0	0	0	0	3	3	0	0	1	0	42	26	3	0	2	2	0	0	1	0	0	40	0	1	1	9
"hsa-miR-4433-5p"	0	3	7	0	0	0	1	3	5	1	0	2	0	32	27	2	0	0	2	1	0	0	0	1	34	0	0	0	21
"hsa-miR-4456"	0	0	1	0	1	0	0	2	7	4	1	1	0	40	31	5	1	2	0	0	1	1	0	4	26	0	0	1	13
"hsa-miR-4480"	0	1	1	2	0	0	0	1	5	9	0	1	0	31	25	4	0	2	1	1	1	0	0	0	47	0	0	0	10
"hsa-miR-4635"	0	0	6	4	1	0	0	5	5	2	0	1	1	32	27	1	0	2	2	0	0	0	1	2	37	1	2	0	10
"hsa-miR-4710"	0	1	3	3	0	0	0	4	7	0	0	0	0	40	22	5	0	5	2	0	0	1	0	0	34	1	0	0	14
"hsa-miR-4738-5p"	0	0	2	0	0	0	0	1	11	3	0	1	1	28	30	6	0	1	1	0	0	0	1	2	41	0	0	0	13
"hsa-miR-5047"	0	0	3	0	0	0	0	1	3	2	0	1	1	34	27	4	0	1	2	0	0	1	0	1	36	0	1	0	24
"hsa-miR-511"	0	1	1	2	0	1	0	4	8	2	0	0	0	37	33	3	0	2	3	1	0	0	0	1	26	1	2	0	14
"hsa-miR-629-5p"	0	1	1	1	0	0	0	2	3	2	1	2	1	28	26	3	0	1	1	1	0	0	0	3	49	1	1	0	14
"hsa-miR-654-3p"	0	0	4	4	0	1	0	7	5	0	0	0	0	32	34	2	0	2	0	0	0	0	0	1	26	1	1	0	22
"hsa-miR-767-3p"	1	8	6	1	0	1	0	6	3	1	0	0	0	47	28	4	0	1	1	0	0	1	0	1	17	1	2	0	12
"hsa-let-7a-5p"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-let-7b-5p"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-let-7c"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-let-7e-5p"	0	1	3	0	0	0	0	3	5	1	0	1	1	41	28	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-let-7f-5p"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-let-7g-5p"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-let-7i-5p"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-miR-1303"	0	1	2	1	0	0	0	4	8	1	0	0	0	32	39	4	0	1	1	0	0	0	1	1	38	1	0	0	6
"hsa-miR-135a-5p"	0	1	3	1	0	0	0	6	4	3	0	2	0	51	28	2	0	1	2	0	0	1	0	0	26	0	1	0	9
"hsa-miR-135b-5p"	0	1	3	1	0	0	0	6	4	3	0	2	0	51	28	2	0	1	2	0	0	1	0	0	26	0	1	0	9
"hsa-miR-2115-3p"	0	3	4	1	0	0	0	7	6	0	0	1	2	48	36	4	1	0	3	2	0	0	0	0	12	1	1	0	9
"hsa-miR-219-2-3p"	0	1	3	1	0	0	0	2	11	1	0	0	0	30	39	1	0	2	0	3	0	0	0	3	15	0	0	0	29
"hsa-miR-3142"	0	1	3	3	0	0	0	2	6	3	1	3	1	47	28	1	0	0	2	0	0	1	0	2	21	0	0	1	15
"hsa-miR-33a-5p"	0	1	2	1	0	1	0	3	4	0	0	1	1	41	35	3	0	2	1	1	1	0	0	1	25	0	0	0	17
"hsa-miR-33b-3p"	2	1	4	2	0	0	0	5	4	1	1	1	1	43	26	2	0	2	0	0	0	0	0	0	32	1	1	0	12
"hsa-miR-33b-5p"	0	1	2	1	0	1	0	3	4	0	0	1	1	41	35	3	0	2	1	1	1	0	0	1	25	0	0	0	17
"hsa-miR-377-5p"	0	1	5	1	2	0	0	2	2	2	0	2	0	33	22	3	0	4	4	1	0	0	0	1	42	0	0	0	14
"hsa-miR-3945"	0	2	1	0	0	1	0	5	5	2	4	2	2	55	24	2	0	3	1	1	1	0	0	0	14	0	1	0	15
"hsa-miR-4448"	0	7	3	1	0	0	1	6	6	0	1	2	0	45	28	3	0	1	3	1	0	0	1	2	19	0	2	1	8
