	Unnamed: 0	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
654	hsa-miR-3613-3p	9.0	3.0	17.0					46.0	118.0	7.0	8.0	9.0		622	231	51.0	2.0	15.0	9.0	2.0		2.0		31.0	129.0	5.0		3.0	48.0
655	hsa-miR-3613-5p	2.0	2.0		3.0				4.0	17.0	4.0	3.0	1.0	1.0	40	43	4.0		2.0		1.0	1.0		1.0	6.0	24.0				16.0
656	hsa-miR-3614-3p		3.0	2.0	4.0				8.0	4.0	2.0			1.0	26	37	7.0		1.0	2.0						79.0		4.0		30.0
657	hsa-miR-3614-5p			4.0	8.0					13.0			3.0	7.0	43	63	1.0		11.0	1.0					1.0	45.0				12.0
658	hsa-miR-3615		3.0	6.0	6.0				4.0	19.0	3.0	1.0			34	45	9.0			11.0			1.0			25.0			1.0	26.0
659	hsa-miR-3616-3p		2.0			1.0	1.0			5.0		5.0	3.0		86	31	5.0		1.0	5.0	1.0	1.0	3.0		3.0	4.0		1.0		22.0
660	hsa-miR-3616-5p		5.0	2.0	4.0			1.0	14.0	3.0	6.0		1.0	4.0	73	81	6.0	2.0	7.0	4.0		1.0		2.0	4.0	45.0				17.0
661	hsa-miR-3617	1.0	3.0	4.0	7.0				22.0	15.0	10.0	2.0	2.0	9.0	107	135	9.0		1.0	4.0	2.0		3.0			22.0		4.0		19.0
662	hsa-miR-3618		1.0	2.0					2.0	8.0	2.0	1.0			55	105	5.0	1.0	6.0	1.0						30.0				5.0
663	hsa-miR-3619-3p			7.0					2.0	6.0	18.0				63	45	1.0		1.0	6.0			1.0		1.0	13.0			2.0	14.0
664	hsa-miR-3619-5p	1.0	6.0	17.0	4.0		1.0		17.0	10.0	8.0		3.0		102	65	6.0		5.0	9.0	1.0	1.0			1.0	105.0		5.0		24.0
665	hsa-miR-362-3p		2.0	8.0	1.0	3.0			11.0	21.0	5.0		1.0		117	146	3.0		2.0	3.0			1.0	1.0	10.0	196.0		3.0		22.0
666	hsa-miR-362-5p	4.0	3.0	8.0	1.0	6.0		2.0	5.0	11.0	7.0	2.0		2.0	52	64	5.0	2.0	1.0	10.0					1.0	95.0		1.0	1.0	31.0
667	hsa-miR-3620		1.0	15.0	1.0			1.0	3.0	11.0	1.0				50	43	5.0		4.0	3.0			1.0		1.0	59.0	1.0		3.0	9.0
668	hsa-miR-3621								7.0	5.0	3.0		1.0		14	42	1.0			1.0					1.0	23.0				17.0
669	hsa-miR-3622a-3p		6.0	4.0					3.0	10.0	1.0		2.0	3.0	71	55	3.0	2.0	5.0	2.0					8.0	63.0		1.0		11.0
670	hsa-miR-3622a-5p			8.0	2.0				9.0	11.0	2.0	3.0	3.0	2.0	75	35	4.0		3.0	1.0		1.0		2.0	1.0	99.0	4.0	5.0		15.0
671	hsa-miR-3622b-3p		6.0	4.0					3.0	10.0	1.0		2.0	3.0	71	55	3.0	2.0	5.0	2.0					8.0	63.0		1.0		11.0
672	hsa-miR-3622b-5p	2.0	1.0	3.0	1.0				7.0	3.0	4.0	4.0	2.0	11.0	62	87	3.0		5.0	3.0	2.0					100.0			1.0	25.0
673	hsa-miR-363-3p	3.0	2.0	2.0					8.0	10.0	1.0	2.0	2.0		51	65	5.0			1.0	1.0					70.0		1.0		10.0
674	hsa-miR-363-5p		1.0	5.0	1.0	1.0			13.0	7.0	1.0	4.0			54	58	1.0	4.0	7.0	2.0				1.0	8.0	60.0				17.0
675	hsa-miR-3646	1.0	2.0	5.0	6.0			3.0	6.0	23.0	7.0	4.0	4.0	11.0	165	157	13.0	2.0	8.0	6.0				1.0	8.0	83.0	1.0			41.0
676	hsa-miR-3648	1.0	1.0	5.0	4.0						1.0		3.0	7.0	31	14	1.0		1.0		1.0					6.0				9.0
677	hsa-miR-3649		1.0	11.0					7.0	5.0	1.0				83	64	3.0		1.0	5.0			1.0		2.0	9.0			2.0	17.0
678	hsa-miR-3650			7.0		1.0			10.0	16.0	3.0	2.0	2.0		118	47	13.0		9.0			1.0			19.0	139.0				20.0
679	hsa-miR-3651			1.0						6.0	2.0	1.0			34	55	1.0						2.0	4.0		20.0	5.0	2.0		18.0
680	hsa-miR-3652			7.0	6.0				6.0	6.0	3.0		6.0	2.0	103	50	8.0		5.0	13.0		4.0		4.0	6.0	228.0		2.0		32.0
681	hsa-miR-3653		4.0	15.0	1.0				15.0	18.0	3.0		9.0	9.0	81	83	3.0		6.0	9.0	4.0					21.0	3.0			20.0
682	hsa-miR-3654	1.0	3.0	2.0					13.0	12.0	1.0			2.0	73	35	4.0		5.0	7.0			1.0	4.0	3.0	49.0			1.0	17.0
683	hsa-miR-3655		2.0	2.0	2.0					10.0	1.0		1.0	1.0	41	26		2.0			1.0		1.0		2.0	27.0		1.0		20.0
684	hsa-miR-3656		1.0	1.0					9.0	5.0	2.0		1.0		42	30	13.0		6.0	2.0	2.0				4.0	44.0				21.0
685	hsa-miR-3657	5.0		8.0	1.0				7.0	11.0	3.0			3.0	52	47	4.0		1.0			1.0				31.0	10.0			18.0
686	hsa-miR-3658		2.0	14.0	1.0				7.0	13.0	1.0	1.0	3.0		79	96	2.0		8.0	10.0	4.0				9.0	11.0	3.0			6.0
687	hsa-miR-3659			11.0		18.0			10.0	16.0	2.0				51	59	6.0		3.0				4.0		5.0	117.0		1.0		27.0
688	hsa-miR-365a-3p	1.0		2.0	1.0			1.0	6.0	4.0	3.0		2.0	10.0	82	49	3.0		2.0	1.0					1.0	30.0	4.0	4.0		16.0
689	hsa-miR-365a-5p		1.0	6.0	3.0				14.0	4.0	2.0		4.0	9.0	58	48	5.0		7.0	5.0			1.0	2.0	1.0	33.0				8.0
690	hsa-miR-365b-3p	1.0		2.0	1.0			1.0	6.0	4.0	3.0		2.0	10.0	82	49	3.0		2.0	1.0					1.0	30.0	4.0	4.0		16.0
691	hsa-miR-365b-5p		1.0	6.0	3.0				14.0	4.0	2.0		4.0	9.0	58	48	5.0		7.0	5.0			1.0	2.0	1.0	33.0				8.0
692	hsa-miR-3660		9.0	2.0	1.0		1.0		4.0	11.0	2.0	1.0		2.0	81	73	13.0		2.0	2.0	1.0			3.0	2.0	27.0				21.0
693	hsa-miR-3661		4.0	2.0					6.0	8.0	1.0			1.0	39	83	7.0		2.0	1.0		1.0			2.0	71.0		1.0		12.0
694	hsa-miR-3662			8.0	6.0			3.0	11.0	23.0	4.0		17.0	10.0	141	142	13.0		14.0	8.0					4.0	90.0			1.0	39.0
695	hsa-miR-3663-3p	1.0		7.0	2.0		1.0		17.0	10.0			5.0		83	36	4.0		2.0			2.0			3.0	43.0	2.0	1.0		22.0
696	hsa-miR-3663-5p			2.0	5.0				4.0	16.0			2.0	4.0	46	75	2.0		2.0				1.0	1.0	6.0	65.0		1.0		18.0
697	hsa-miR-3664-3p		7.0	13.0	22.0		3.0		2.0	5.0	2.0		5.0		96	59		1.0	11.0	4.0			1.0			207.0		5.0		25.0
698	hsa-miR-3664-5p		8.0	17.0	7.0		1.0		1.0	18.0	5.0		1.0		72	57	7.0		4.0	3.0		1.0	1.0			102.0		1.0	1.0	29.0
699	hsa-miR-3665	1.0	6.0	15.0		1.0			6.0	22.0	10.0				76	81	5.0	3.0	3.0	12.0		4.0			18.0	93.0	3.0			22.0
700	hsa-miR-3666		1.0	3.0	7.0				5.0	7.0	2.0	1.0	1.0	9.0	74	81	5.0		2.0	1.0		1.0				114.0		2.0		32.0
701	hsa-miR-3667-3p			4.0	3.0			2.0	18.0		3.0	3.0	3.0		77	72	7.0		2.0	7.0					1.0	27.0	4.0	3.0		27.0
702	hsa-miR-3667-5p	1.0	2.0	3.0					12.0	14.0	6.0		4.0	9.0	88	100	3.0		4.0	3.0						23.0		1.0		19.0
703	hsa-miR-3668		2.0	1.0	2.0				7.0	11.0	3.0	5.0	1.0	3.0	63	73	2.0		5.0	3.0				5.0		18.0	1.0			20.0
704	hsa-miR-3669								6.0	6.0		1.0			58	44	2.0		1.0	1.0						3.0				5.0
705	hsa-miR-367-3p	3.0	2.0	2.0					8.0	10.0	1.0	2.0	2.0		51	65	5.0			1.0	1.0					70.0		1.0		10.0
706	hsa-miR-367-5p		1.0	1.0			1.0		1.0	7.0	5.0				61	39	10.0		6.0					3.0		34.0	2.0		2.0	19.0
707	hsa-miR-3670		5.0	4.0	2.0	1.0			4.0	8.0	1.0		4.0	2.0	82	72	3.0	1.0	3.0							24.0		1.0		19.0
708	hsa-miR-3671		2.0	6.0				1.0	10.0	16.0	2.0	1.0	2.0		91	143	5.0		4.0		3.0	1.0			2.0	27.0	12.0	3.0		30.0
709	hsa-miR-3672		1.0	6.0					10.0	3.0	3.0		3.0	3.0	81	52	9.0		6.0	4.0		1.0				80.0			1.0	20.0
710	hsa-miR-3673			7.0					5.0	11.0	5.0	2.0	4.0	1.0	74	57	7.0		1.0	8.0		1.0		1.0		68.0		1.0		13.0
711	hsa-miR-3674		4.0	3.0					11.0	15.0	3.0	4.0	1.0		31	87	8.0		5.0	2.0	1.0					30.0	1.0			18.0
712	hsa-miR-3675-3p		2.0	13.0	20.0	2.0	1.0		7.0	24.0	4.0		8.0	9.0	55	60	11.0		2.0			1.0			3.0	86.0	2.0	1.0	1.0	35.0
713	hsa-miR-3675-5p		1.0	11.0	3.0				8.0	8.0	3.0		2.0	3.0	76	47	7.0		9.0	2.0				20.0	6.0	68.0		1.0		17.0
714	hsa-miR-3676-3p		2.0	2.0					12.0	18.0		2.0	6.0	3.0	28	39	2.0		3.0						2.0	67.0	2.0			13.0
715	hsa-miR-3676-5p		1.0	9.0	1.0			1.0	14.0	9.0	1.0	2.0	11.0		79	64	6.0		4.0	10.0	2.0					75.0		1.0		29.0
716	hsa-miR-3677-3p	1.0	2.0	1.0					2.0	4.0	3.0		1.0	1.0	38	9	1.0		1.0						2.0	22.0				39.0
717	hsa-miR-3677-5p		1.0	19.0					3.0	6.0	3.0		2.0	1.0	104	37	39.0		1.0	3.0						70.0	1.0			16.0
718	hsa-miR-3678-3p		3.0	14.0	1.0				9.0	15.0	4.0		2.0	9.0	124	84	1.0		4.0	5.0	3.0	2.0	1.0	1.0	1.0	65.0		9.0	6.0	40.0
719	hsa-miR-3678-5p			3.0						3.0	2.0		1.0		15	19					1.0					8.0				11.0
720	hsa-miR-3679-3p		1.0	7.0	3.0			2.0	10.0	13.0	4.0		6.0		92	65	13.0	2.0		7.0					2.0	42.0	2.0			11.0
721	hsa-miR-3679-5p		1.0		4.0		1.0		2.0	9.0	3.0		2.0	1.0	98	56	3.0		4.0	10.0	2.0				5.0	17.0			2.0	36.0
722	hsa-miR-3680-3p	3.0	2.0	7.0					3.0	14.0		2.0		7.0	73	81	3.0		8.0				2.0		2.0	29.0	5.0	1.0		24.0
723	hsa-miR-3680-5p		2.0	2.0	1.0		4.0	2.0		12.0	2.0	1.0	3.0		38	55	4.0			1.0					1.0	65.0				9.0
724	hsa-miR-3681-3p		3.0	7.0	2.0	1.0		1.0	10.0	12.0	5.0	2.0	6.0	5.0	120	100	11.0		7.0	10.0	1.0			1.0	5.0	54.0	4.0	3.0	1.0	39.0
725	hsa-miR-3681-5p		1.0	8.0	1.0				4.0	2.0	4.0		1.0		56	40	3.0	3.0							2.0	44.0			9.0	19.0
726	hsa-miR-3682-3p		1.0	7.0	4.0			1.0	7.0	5.0	5.0	2.0	1.0	1.0	70	66	1.0		1.0	3.0	1.0	1.0			6.0	27.0	12.0			44.0
727	hsa-miR-3682-5p		4.0	3.0	11.0				23.0	5.0	1.0				74	97	3.0		14.0	4.0	1.0			2.0	1.0	37.0	8.0		1.0	15.0
728	hsa-miR-3683			1.0											13	9	3.0									17.0				9.0
729	hsa-miR-3684			1.0	2.0				4.0	4.0	1.0				42	41	3.0		3.0		1.0	1.0				1.0				15.0
730	hsa-miR-3685	4.0		1.0	6.0	3.0			7.0	15.0		4.0	7.0		102	87	11.0	2.0	17.0	30.0	1.0				1.0	18.0	2.0	1.0		17.0
731	hsa-miR-3686			9.0	5.0				1.0	12.0	1.0		4.0	4.0	76	62	13.0			2.0	2.0				5.0	249.0	4.0	1.0	1.0	30.0
732	hsa-miR-3687		2.0	3.0		1.0			9.0	2.0	2.0	3.0	1.0	1.0	25	14	1.0		1.0	3.0				1.0	2.0	4.0		6.0	2.0	8.0
733	hsa-miR-3688-3p		2.0	6.0	1.0				8.0	7.0	5.0	2.0	6.0	8.0	82	53	9.0		2.0	12.0		1.0		1.0	4.0	10.0		1.0		7.0
734	hsa-miR-3688-5p			8.0	1.0				4.0	15.0	5.0		1.0	1.0	63	47	31.0		9.0							69.0	1.0	5.0		26.0
735	hsa-miR-3689a-3p	1.0		13.0	3.0		1.0		12.0	11.0		2.0	9.0		127	96	9.0		6.0	18.0	1.0		2.0		2.0	613.0				22.0
736	hsa-miR-3689a-5p		1.0	3.0			1.0		2.0	13.0	3.0	1.0	5.0	4.0	68	63	3.0		1.0				1.0		1.0	29.0		1.0	1.0	40.0
737	hsa-miR-3689b-3p	1.0		13.0	3.0		1.0		12.0	11.0		2.0	9.0		127	96	9.0		6.0	18.0	1.0		2.0		2.0	613.0				22.0
738	hsa-miR-3689b-5p		1.0	3.0			1.0		2.0	13.0	3.0	1.0	5.0	4.0	68	63	3.0		1.0				1.0		1.0	29.0		1.0	1.0	40.0
739	hsa-miR-3689c	1.0		13.0	3.0		1.0		12.0	11.0		2.0	9.0		127	96	9.0		6.0	18.0	1.0		2.0		2.0	613.0				22.0
740	hsa-miR-3689d		2.0	10.0	3.0	1.0			6.0	4.0	3.0		1.0	11.0	115	70	7.0		9.0	16.0	1.0		2.0		6.0	207.0				20.0
741	hsa-miR-3689e		1.0	3.0			1.0		2.0	13.0	3.0	1.0	5.0	4.0	68	63	3.0		1.0				1.0		1.0	29.0		1.0	1.0	40.0
742	hsa-miR-3689f		1.0	3.0			1.0		2.0	13.0	3.0	1.0	5.0	4.0	68	63	3.0		1.0				1.0		1.0	29.0		1.0	1.0	40.0
743	hsa-miR-369-3p	2.0		3.0		2.0		1.0	2.0	28.0	1.0	4.0	2.0	9.0	84	114	2.0			5.0	1.0				5.0	16.0		1.0		23.0
744	hsa-miR-369-5p			3.0					1.0	4.0	4.0			3.0	14	14			2.0	8.0	2.0					7.0				11.0
745	hsa-miR-3690		6.0	3.0	1.0				10.0	11.0			1.0		84	66	2.0		4.0	7.0					3.0	60.0				23.0
746	hsa-miR-3691-3p		1.0	2.0	5.0				9.0	10.0	7.0	1.0			41	42	6.0		4.0		1.0					59.0		1.0		9.0
747	hsa-miR-3691-5p		2.0	12.0	4.0				15.0	4.0	1.0		1.0		63	43	4.0	3.0		2.0		2.0			1.0	42.0	2.0		8.0	35.0
748	hsa-miR-3692-3p		5.0	6.0				4.0	16.0	5.0		1.0	6.0		95	70	1.0		5.0	4.0				1.0	2.0	31.0				33.0
749	hsa-miR-3692-5p	4.0	3.0	2.0	3.0		1.0		6.0	2.0	1.0	1.0	2.0		101	45	7.0		6.0	2.0	1.0					375.0	3.0	5.0		33.0
750	hsa-miR-370	4.0	5.0	2.0	3.0		1.0		7.0	4.0	1.0	1.0			98	44	4.0		1.0	2.0	1.0					63.0	2.0	3.0		22.0
751	hsa-miR-3713			5.0					10.0	2.0	4.0	2.0		2.0	6	30	2.0		1.0						2.0	13.0	4.0			8.0
752	hsa-miR-3714		2.0	9.0					11.0	8.0			6.0		107	72	2.0		12.0	9.0		2.0		2.0	7.0	146.0	7.0	5.0		21.0
753	hsa-miR-371a-3p	7.0		2.0	5.0				6.0	8.0	1.0	1.0	3.0	2.0	41	52	3.0		3.0	1.0						319.0	1.0			17.0
754	hsa-miR-371a-5p		6.0	11.0	1.0		2.0		9.0	17.0	4.0		3.0		72	84	11.0		1.0						10.0	43.0	4.0	4.0		17.0
755	hsa-miR-371b-3p	6.0		5.0	5.0				8.0	10.0	1.0	2.0	1.0	5.0	49	57	3.0		3.0	1.0				1.0	5.0	324.0	1.0			18.0
756	hsa-miR-371b-5p		2.0	14.0			2.0		20.0	21.0	3.0		3.0		81	100	15.0		4.0						12.0	48.0	5.0	3.0		19.0
757	hsa-miR-372	6.0	2.0	6.0	2.0			3.0	19.0	11.0	5.0		1.0	2.0	67	105	4.0	2.0	3.0	1.0				2.0	1.0	359.0	1.0	1.0		28.0
758	hsa-miR-373-3p	6.0	4.0	3.0	1.0				5.0	4.0	5.0		1.0	2.0	77	104	3.0	2.0	3.0	1.0		1.0		3.0	5.0	343.0	1.0			17.0
759	hsa-miR-373-5p		2.0	14.0			2.0		20.0	21.0	3.0		3.0		81	100	15.0		4.0						12.0	48.0	5.0	3.0		19.0
760	hsa-miR-374a-3p		1.0	5.0			1.0		2.0	12.0					45	63	8.0		3.0	1.0	4.0		2.0			3.0				27.0
761	hsa-miR-374a-5p	5.0		10.0				1.0	18.0	25.0	10.0	4.0	2.0	2.0	85	137	5.0		8.0	5.0	1.0				3.0	80.0	4.0			27.0
762	hsa-miR-374b-3p	6.0	4.0	6.0	2.0				10.0	10.0	2.0		1.0	9.0	47	40			7.0		1.0					38.0		2.0		4.0
763	hsa-miR-374b-5p	1.0		2.0				1.0	11.0	27.0	5.0	3.0	3.0	2.0	119	153	5.0		2.0	5.0	1.0				4.0	81.0	4.0			17.0
764	hsa-miR-374c-3p		3.0	5.0	6.0		1.0		8.0	10.0	6.0		1.0		58	51	5.0		6.0							40.0	4.0			6.0
765	hsa-miR-374c-5p	1.0		6.0	1.0	2.0		1.0	12.0	28.0	1.0	3.0	2.0		98	131	3.0		2.0	4.0	1.0	1.0			1.0	78.0		1.0	3.0	25.0
766	hsa-miR-375		2.0	3.0	1.0		1.0		16.0	23.0	4.0	8.0	4.0	3.0	68	82	2.0		7.0	3.0	3.0	1.0	1.0		6.0	40.0	2.0		1.0	25.0
767	hsa-miR-376a-3p	5.0	1.0	8.0					6.0	7.0	16.0		1.0	1.0	48	73	5.0		1.0	1.0			1.0	1.0	1.0	5.0	3.0	1.0		5.0
768	hsa-miR-376a-5p		2.0	6.0	2.0				9.0	8.0	2.0		3.0		65	53		2.0	1.0	3.0					5.0	7.0				17.0
769	hsa-miR-376b	5.0	1.0	8.0					6.0	7.0	16.0		1.0	1.0	48	73	5.0		1.0	1.0			1.0	1.0	1.0	5.0	3.0	1.0		5.0
770	hsa-miR-376c	5.0	1.0	7.0					5.0	19.0	7.0		2.0	1.0	75	98	16.0		9.0	4.0			1.0		3.0	15.0		1.0		16.0
771	hsa-miR-377-3p		3.0	7.0	1.0	1.0		1.0	8.0	11.0	3.0	2.0	6.0		123	80	8.0		7.0			1.0	1.0		9.0	198.0		6.0	1.0	28.0
772	hsa-miR-377-5p		1.0	8.0	3.0	19.0			2.0	5.0	2.0		3.0		59	36	3.0		5.0	8.0	1.0				1.0	69.0				24.0
773	hsa-miR-378a-3p		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
774	hsa-miR-378a-5p		6.0	14.0					10.0	9.0	1.0		1.0	2.0	109	85	15.0		1.0	2.0				3.0	2.0	160.0		2.0		18.0
775	hsa-miR-378b		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
776	hsa-miR-378c		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
777	hsa-miR-378d		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
778	hsa-miR-378e		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
779	hsa-miR-378f		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
780	hsa-miR-378g	1.0	1.0	5.0	5.0				5.0	21.0	1.0	1.0	1.0	4.0	130	51	5.0		8.0	8.0			2.0		3.0	85.0	1.0	1.0		37.0
781	hsa-miR-378h		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
782	hsa-miR-378i		3.0	2.0	1.0				14.0	7.0	1.0		4.0	2.0	57	44	3.0		3.0	6.0			1.0		3.0	43.0				13.0
783	hsa-miR-379-3p			7.0	1.0		2.0		12.0	19.0		4.0	1.0		76	89	2.0		2.0	3.0	1.0			4.0		41.0	1.0			10.0
784	hsa-miR-379-5p			5.0					4.0	8.0	1.0		1.0		34	48	2.0			1.0					2.0	17.0				7.0
785	hsa-miR-380-3p			4.0	1.0		2.0		12.0	15.0		4.0	2.0		82	121	3.0		1.0	3.0				4.0		220.0	1.0			11.0
786	hsa-miR-380-5p				3.0					6.0	1.0		1.0	10.0	26	19	2.0									33.0				9.0
787	hsa-miR-381	1.0	2.0	1.0	1.0				34.0	20.0	4.0		1.0	1.0	119	107	8.0		5.0	1.0	1.0			1.0	1.0	86.0	6.0		1.0	37.0
788	hsa-miR-382-3p		3.0	3.0	7.0		1.0		9.0	17.0	9.0	1.0	4.0		53	56	13.0		3.0	1.0	2.0	1.0			5.0	25.0	7.0			21.0
789	hsa-miR-382-5p		2.0	1.0	2.0				5.0	10.0	5.0		7.0		43	69	6.0		3.0	12.0					5.0	22.0				20.0
790	hsa-miR-383		1.0	6.0	3.0				10.0	10.0	5.0			3.0	67	42	2.0	2.0	4.0	3.0	4.0					16.0		2.0	1.0	10.0
791	hsa-miR-384				5.0				8.0	11.0	4.0		4.0		50	70	2.0	2.0	16.0	3.0					2.0	97.0		1.0	1.0	13.0
792	hsa-miR-3907		1.0	6.0					3.0	9.0	1.0			2.0	51	71	1.0		1.0	7.0		1.0		1.0	14.0	13.0	1.0	1.0		19.0
793	hsa-miR-3908		2.0	1.0	1.0				1.0	3.0	2.0		1.0	9.0	45	73	4.0		5.0	1.0				1.0	6.0	71.0		3.0		11.0
794	hsa-miR-3909		4.0	8.0	1.0				20.0	7.0	2.0		7.0		69	56	4.0		2.0	1.0	2.0			2.0		6.0	2.0	3.0	1.0	29.0
795	hsa-miR-3910			3.0	1.0				14.0	1.0	8.0	1.0	3.0	11.0	75	83	2.0		10.0	6.0	2.0			1.0	1.0	88.0		7.0		34.0
796	hsa-miR-3911		4.0	9.0					5.0	13.0		3.0	6.0		136	49	8.0		8.0	2.0				1.0	14.0	95.0			2.0	36.0
797	hsa-miR-3912								4.0	4.0	7.0		1.0		31	33	1.0		1.0					2.0	2.0	12.0	4.0			8.0
798	hsa-miR-3913-3p		1.0	4.0	4.0				9.0	5.0	7.0	2.0			68	95	3.0				2.0					10.0		2.0	1.0	27.0
799	hsa-miR-3913-5p		1.0	6.0	5.0		1.0		10.0	9.0	1.0		14.0		91	65	10.0		2.0	6.0			1.0	2.0	1.0	317.0	2.0		1.0	26.0
800	hsa-miR-3914		2.0	6.0	2.0			1.0	15.0	16.0	2.0	6.0	6.0		87	46	3.0		1.0	17.0			2.0	1.0		15.0		1.0	1.0	21.0
801	hsa-miR-3915		3.0	5.0	5.0		2.0		7.0	6.0	7.0		6.0	10.0	100	53	6.0		7.0	9.0					1.0	21.0		2.0		26.0
802	hsa-miR-3916	3.0	4.0	6.0	2.0	1.0		1.0	12.0	2.0	5.0	4.0	4.0	10.0	108	85	6.0		6.0	5.0		1.0	2.0		1.0	10.0		1.0		15.0
803	hsa-miR-3917			2.0	5.0				2.0	2.0	1.0				37	15	3.0			1.0						7.0	1.0			14.0
804	hsa-miR-3918		1.0	14.0	3.0	1.0			4.0	6.0	1.0		4.0		99	37			1.0			4.0			4.0	33.0		1.0	9.0	24.0
805	hsa-miR-3919		3.0	29.0	1.0				10.0	17.0	5.0	1.0	13.0		133	88	8.0		6.0	9.0	4.0	1.0		1.0	3.0	44.0		2.0	1.0	38.0
806	hsa-miR-3920	1.0	2.0	4.0	1.0		2.0	1.0	13.0	12.0	7.0	5.0			69	77	4.0			2.0		1.0			1.0	28.0	8.0		1.0	37.0
807	hsa-miR-3921		8.0	14.0	8.0		1.0		10.0	7.0	6.0		9.0	10.0	80	60	8.0		4.0	1.0		1.0		1.0	4.0	24.0		6.0	1.0	59.0
808	hsa-miR-3922-3p	6.0	1.0	7.0		2.0			11.0	13.0			1.0	1.0	93	63	4.0		6.0	3.0				3.0	1.0	102.0		4.0		23.0
809	hsa-miR-3922-5p		4.0	3.0	7.0				9.0	11.0		1.0	1.0	2.0	78	56	8.0		11.0	7.0				19.0	5.0	38.0		1.0	1.0	33.0
810	hsa-miR-3923		1.0	1.0	1.0				3.0	1.0			7.0		41	26			8.0	1.0			3.0		2.0	12.0			1.0	2.0
811	hsa-miR-3924	1.0		9.0					15.0	15.0	1.0	9.0	1.0	8.0	82	89	4.0		7.0							8.0		1.0	1.0	45.0
812	hsa-miR-3925-3p		8.0	8.0	2.0				14.0	4.0	1.0		1.0		92	65	2.0		4.0	5.0					2.0	118.0		7.0		19.0
813	hsa-miR-3925-5p		6.0	13.0	3.0				1.0	6.0	3.0	5.0	10.0		91	80	8.0		5.0	21.0	7.0		2.0		5.0	26.0				43.0
814	hsa-miR-3926		2.0	1.0	2.0				7.0	15.0	8.0		1.0		86	54	25.0		7.0	1.0		1.0	2.0	1.0	1.0	136.0		1.0		11.0
815	hsa-miR-3927			4.0			2.0		3.0	9.0	2.0		2.0		53	44			3.0	3.0					4.0	45.0	6.0			11.0
816	hsa-miR-3928		4.0	12.0	2.0				9.0	11.0	4.0	4.0	5.0	10.0	107	63	18.0		7.0	10.0			2.0			16.0		1.0		27.0
817	hsa-miR-3929		1.0	18.0	9.0				4.0	4.0	1.0			4.0	107	64	9.0		1.0	4.0		3.0		4.0	2.0	270.0				10.0
818	hsa-miR-3934		2.0	6.0	3.0	1.0	2.0		5.0	14.0	6.0				87	49	6.0	3.0	3.0	9.0		3.0			17.0	86.0	3.0			19.0
819	hsa-miR-3935		3.0	3.0					3.0	8.0	3.0	4.0	3.0		40	36	1.0		6.0	1.0		1.0				17.0				18.0
820	hsa-miR-3936		1.0	8.0	1.0				15.0	8.0	4.0	4.0			94	50	4.0		10.0	9.0		1.0	1.0		5.0	19.0		1.0		11.0
821	hsa-miR-3937								5.0	7.0	12.0	3.0	2.0		90	33	15.0		14.0	3.0				1.0	4.0	235.0				30.0
822	hsa-miR-3938	4.0	4.0	7.0	3.0				21.0	10.0	6.0		2.0		66	59	11.0	1.0	3.0	2.0						60.0	6.0		2.0	15.0
823	hsa-miR-3939		2.0	4.0					8.0	1.0	1.0				20	1										7.0		1.0		11.0
824	hsa-miR-3940-3p			4.0					6.0	7.0	3.0	1.0			81	44	3.0	1.0	1.0						5.0	40.0			1.0	12.0
825	hsa-miR-3940-5p	1.0	2.0	6.0	4.0				6.0	6.0		4.0	3.0	1.0	41	33	11.0		1.0	2.0					3.0	24.0				35.0
826	hsa-miR-3941	6.0		12.0	1.0	3.0		1.0	17.0	16.0	4.0	1.0		1.0	101	95	5.0		3.0			1.0		3.0	11.0	127.0		2.0		15.0
